500,1000000
1000,1000400
2000,1000200
3000,1000000
6000,1000400
10000,1130200
11000,1000100
16000,1000500
18000,999700
10,1000300
2000,212000
10000,772200
13000,999800
17000,1001100
200,999000
300,1001500
2000,999600
3000,1000100
11000,1001000
19000,1000000
20000,999800
